left_row,right_row,jaccard,decision,left_title,right_title
2496,3305,0.667,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2496,3342,0.721,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2496,3360,0.695,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2496,3439,0.676,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2535,0.655,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2585,0.609,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2605,0.672,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2867,0.69,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2890,0.639,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2906,0.655,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,2962,0.672,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3004,0.736,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3083,0.709,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3163,0.639,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3166,0.582,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3323,0.624,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2501,3374,0.655,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2508,3099,1.0,REDUNDANT,411 is going out of service for millions of Americans,411 is going out of service for millions of Americans
2532,2537,0.798,NEAR_DUP_KEEP,Exclusive: Amazon has drawn thousands to try its AI service competing ,Amazon has drawn thousands to try its AI service competing with Micros
2535,2585,0.685,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,2890,0.577,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,2902,0.731,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,2989,0.69,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3052,0.692,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3166,0.658,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3305,0.671,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3342,0.726,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3360,0.712,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2535,3439,0.681,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,2605,0.566,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,2624,0.667,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,2902,0.685,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,2989,0.649,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3052,0.641,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3166,0.641,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3305,0.632,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3342,0.681,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3360,0.658,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2585,3439,0.641,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,2867,0.664,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,2906,0.547,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,2962,0.65,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,3004,0.701,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,3163,0.634,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,3166,0.554,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2605,3374,0.636,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2624,2902,0.71,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2624,3305,0.653,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2624,3342,0.705,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2624,3439,0.662,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2820,3957,0.913,NEAR_DUP_KEEP,Best VoIP Services (July 2023),Best VoIP Services (October 2023)
2852,3920,0.943,REDUNDANT,411 phone number is going out of service for millions of Americans,411 is going out of service for millions of Americans
2854,3374,0.701,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2854,3495,0.523,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2867,2962,0.664,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2867,3004,0.718,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2867,3083,0.709,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2867,3323,0.634,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2902,3052,0.681,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2902,3305,0.694,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2902,3342,0.726,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2902,3360,0.7,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2902,3439,0.692,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2906,2962,0.547,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2906,3163,0.526,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2906,3286,0.688,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2906,3374,0.719,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2962,3004,0.701,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2962,3083,0.679,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2962,3163,0.622,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2962,3323,0.61,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2962,3374,0.636,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2989,3052,0.645,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2989,3342,0.685,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
2989,3360,0.662,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3004,3083,0.736,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3004,3323,0.654,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3052,3166,0.616,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3052,3305,0.628,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3052,3342,0.688,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3052,3348,0.656,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3052,3360,0.664,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3083,3163,0.712,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3083,3323,0.832,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3083,3374,0.664,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3163,3323,0.826,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3163,3374,0.61,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3166,3305,0.619,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3166,3342,0.653,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3286,3374,0.789,NEAR_DUP_KEEP,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3290,3412,0.935,REDUNDANT,Stock market today: Wall Street is mixed; Big Tech climbs,Stock market today: Wall Street is mixed; Big Tech climbs
3305,3342,0.667,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3305,3348,0.636,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3305,3360,0.645,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3305,3439,0.639,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3325,3883,0.779,NEAR_DUP_KEEP,Spam calls/texts have increased so can they be stopped?,Spam calls/texts have increased so can they be stopped?
3342,3360,0.695,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3342,3439,0.676,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3348,3360,0.662,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3360,3439,0.653,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3374,3495,0.593,REJECT_BELOW_THRESHOLD,Tech Media & Telecom Roundup: Market Talk,Tech Media & Telecom Roundup: Market Talk
3422,3438,0.327,REJECT_BELOW_THRESHOLD,Best cloud computing services of 2023,Best cloud computing services of 2023
3795,4372,0.821,NEAR_DUP_KEEP,Knicks rally to beat Pacers 109-106 for 7th straight victory,Knicks rally to beat Pacers 109-106 for 7th straight victory
4094,4766,0.835,NEAR_DUP_KEEP,UKG Celebrates 2022 Technology and Service Partners of the Year,UKG Celebrates 2022 Technology and Service Partners of the Year
